,Portfolio-Value-diff,Market-based-PnL,Summe Einzel-Tages-PnL,Abweichung (Portfolio vs Market),Abweichung (Portfolio vs Summe)
2020-03-03,-2277.2875627137837,-2277.2875627138087,-2277.287562713809,2.5011104298755527e-11,2.546585164964199e-11
2020-03-04,4409.8039629012055,4409.803962901254,4409.803962901254,-4.8203219193965197e-11,-4.8203219193965197e-11
2020-03-05,-2497.8613258910336,-2497.861325891032,-2497.8613258910314,-1.8189894035458565e-12,-2.2737367544323206e-12
2020-03-06,-1493.7010038656008,-1493.7010038656283,-1493.7010038656283,2.751221472863108e-11,2.751221472863108e-11
2020-03-09,-7131.099836430658,-7131.0998364306615,-7131.0998364306615,3.637978807091713e-12,3.637978807091713e-12
2020-03-10,4715.246816647996,4715.246816648004,4715.246816648004,-8.185452315956354e-12,-8.185452315956354e-12
2020-03-11,-3991.4109551278525,-3991.410955127892,-3991.4109551278925,3.956301952712238e-11,4.001776687800884e-11
2020-03-12,-9070.386297310732,-9070.386297310713,-9070.386297310712,-1.8189894035458565e-11,-2.000888343900442e-11
2020-03-13,7595.128197853774,7595.128197853773,7595.128197853774,9.094947017729282e-13,0.0
2020-03-16,-10346.392265308474,-10346.392265308506,-10346.392265308505,3.2741809263825417e-11,3.092281986027956e-11
2020-03-17,5647.1148633368575,5647.114863336922,5647.114863336923,-6.45741238258779e-11,-6.548361852765083e-11
2020-03-18,-3578.352678520081,-3578.352678520125,-3578.352678520125,4.411049303598702e-11,4.411049303598702e-11
